p,HB,Q1,Q2,Q3,D
9.479,3234.59,1956.47,3286.24,2162.31,2977.96
9.48,3234.97,1956.67,3286.58,2162.54,2978.28
9.481,3235.36,1956.88,3286.93,2162.77,2978.59
9.482,3235.74,1957.09,3287.28,2163.0,2978.91
9.483,3236.12,1957.29,3287.62,2163.23,2979.22
9.484,3236.5,1957.5,3287.97,2163.45,2979.54
9.485,3236.89,1957.71,3288.32,2163.68,2979.85
9.486,3237.27,1957.91,3288.66,2163.91,2980.17
9.487,3237.65,1958.12,3289.01,2164.14,2980.48
9.488,3238.04,1958.33,3289.36,2164.37,2980.79
9.489,3238.42,1958.53,3289.7,2164.59,2981.11
9.49,3238.8,1958.74,3290.05,2164.82,2981.42
9.491,3239.19,1958.94,3290.4,2165.05,2981.74
9.492,3239.57,1959.15,3290.74,2165.28,2982.05
9.493,3239.95,1959.36,3291.09,2165.51,2982.37
9.494,3240.34,1959.56,3291.44,2165.74,2982.68
9.495,3240.72,1959.77,3291.78,2165.96,2983.0
9.496,3241.1,1959.98,3292.13,2166.19,2983.31
9.497,3241.49,1960.18,3292.48,2166.42,2983.63
9.498,3241.87,1960.39,3292.82,2166.65,2983.94
9.499,3242.25,1960.6,3293.17,2166.88,2984.26
9.5,3242.64,1960.8,3293.52,2167.1,2984.57
9.501,3243.02,1961.01,3293.86,2167.33,2984.89
9.502,3243.4,1961.21,3294.21,2167.56,2985.2
9.503,3243.79,1961.42,3294.56,2167.79,2985.52
9.504,3244.17,1961.63,3294.9,2168.02,2985.83
9.505,3244.55,1961.83,3295.25,2168.24,2986.15
9.506,3244.94,1962.04,3295.6,2168.47,2986.46
9.507,3245.32,1962.25,3295.94,2168.7,2986.78
9.508,3245.7,1962.45,3296.29,2168.93,2987.09
9.509,3246.09,1962.66,3296.64,2169.16,2987.41
9.51,3246.47,1962.87,3296.98,2169.39,2987.72
9.511,3246.85,1963.07,3297.33,2169.61,2988.04
9.512,3247.24,1963.28,3297.68,2169.84,2988.35
9.513,3247.62,1963.49,3298.02,2170.07,2988.67
9.514,3248.01,1963.69,3298.37,2170.3,2988.98
9.515,3248.39,1963.9,3298.72,2170.53,2989.3
9.516,3248.77,1964.1,3299.06,2170.75,2989.61
9.517,3249.16,1964.31,3299.41,2170.98,2989.93
9.518,3249.54,1964.52,3299.76,2171.21,2990.24
9.519,3249.92,1964.72,3300.1,2171.44,2990.56
9.52,3250.31,1964.93,3300.45,2171.67,2990.87
9.521,3250.69,1965.14,3300.8,2171.89,2991.19
9.522,3251.08,1965.34,3301.14,2172.12,2991.5
9.523,3251.46,1965.55,3301.49,2172.35,2991.82
9.524,3251.84,1965.76,3301.84,2172.58,2992.13
9.525,3252.23,1965.96,3302.18,2172.81,2992.45
9.526,3252.61,1966.17,3302.53,2173.04,2992.76
9.527,3252.99,1966.37,3302.88,2173.26,2993.07
9.528,3253.38,1966.58,3303.22,2173.49,2993.39
9.529,3253.76,1966.79,3303.57,2173.72,2993.7
9.53,3254.15,1966.99,3303.92,2173.95,2994.02
9.531,3254.53,1967.2,3304.26,2174.18,2994.33
9.532,3254.91,1967.41,3304.61,2174.4,2994.65
9.533,3255.3,1967.61,3304.96,2174.63,2994.96
9.534,3255.68,1967.82,3305.3,2174.86,2995.28
9.535,3256.07,1968.03,3305.65,2175.09,2995.59
9.536,3256.45,1968.23,3306.0,2175.32,2995.91
9.537,3256.83,1968.44,3306.34,2175.54,2996.22
9.538,3257.22,1968.65,3306.69,2175.77,2996.54
9.539,3257.6,1968.85,3307.04,2176.0,2996.85
9.54,3257.99,1969.06,3307.38,2176.23,2997.17
9.541,3258.37,1969.26,3307.73,2176.46,2997.48
9.542,3258.76,1969.47,3308.08,2176.68,2997.8
9.543,3259.14,1969.68,3308.42,2176.91,2998.11
9.544,3259.52,1969.88,3308.77,2177.14,2998.43
9.545,3259.91,1970.09,3309.12,2177.37,2998.74
9.546,3260.29,1970.3,3309.46,2177.6,2999.06
9.547,3260.68,1970.5,3309.81,2177.83,2999.37
9.548,3261.06,1970.71,3310.16,2178.05,2999.69
9.549,3261.45,1970.92,3310.5,2178.28,3000.0
9.55,3261.83,1971.12,3310.85,2178.51,3000.32
9.551,3262.21,1971.33,3311.2,2178.74,3000.63
9.552,3262.6,1971.53,3311.54,2178.97,3000.95
9.553,3262.98,1971.74,3311.89,2179.19,3001.26
9.554,3263.37,1971.95,3312.24,2179.42,3001.58
9.555,3263.75,1972.15,3312.58,2179.65,3001.89
9.556,3264.14,1972.36,3312.93,2179.88,3002.21
9.557,3264.52,1972.57,3313.28,2180.11,3002.52
9.558,3264.9,1972.77,3313.62,2180.33,3002.84
9.559,3265.29,1972.98,3313.97,2180.56,3003.15
9.56,3265.67,1973.19,3314.32,2180.79,3003.47
9.561,3266.06,1973.39,3314.66,2181.02,3003.78
9.562,3266.44,1973.6,3315.01,2181.25,3004.1
9.563,3266.83,1973.81,3315.36,2181.48,3004.41
9.564,3267.21,1974.01,3315.71,2181.7,3004.73
9.565,3267.6,1974.22,3316.05,2181.93,3005.04
9.566,3267.98,1974.42,3316.4,2182.16,3005.36
9.567,3268.37,1974.63,3316.75,2182.39,3005.67
9.568,3268.75,1974.84,3317.09,2182.62,3005.99
9.569,3269.14,1975.04,3317.44,2182.84,3006.3
9.57,3269.52,1975.25,3317.79,2183.07,3006.62
9.571,3269.91,1975.46,3318.13,2183.3,3006.93
9.572,3270.29,1975.66,3318.48,2183.53,3007.25
9.573,3270.67,1975.87,3318.83,2183.76,3007.56
9.574,3271.06,1976.08,3319.17,2183.98,3007.88
9.575,3271.44,1976.28,3319.52,2184.21,3008.19
9.576,3271.83,1976.49,3319.87,2184.44,3008.51
9.577,3272.21,1976.69,3320.21,2184.67,3008.82
9.578,3272.6,1976.9,3320.56,2184.9,3009.14
9.579,3272.98,1977.11,3320.91,2185.13,3009.45
9.58,3273.37,1977.31,3321.25,2185.35,3009.77
9.581,3273.75,1977.52,3321.6,2185.58,3010.08
9.582,3274.14,1977.73,3321.95,2185.81,3010.4
9.583,3274.52,1977.93,3322.29,2186.04,3010.71
9.584,3274.91,1978.14,3322.64,2186.27,3011.03
9.585,3275.29,1978.35,3322.99,2186.49,3011.34
9.586,3275.68,1978.55,3323.33,2186.72,3011.66
9.587,3276.06,1978.76,3323.68,2186.95,3011.97
9.588,3276.45,1978.97,3324.03,2187.18,3012.29
9.589,3276.83,1979.17,3324.37,2187.41,3012.6
9.59,3277.22,1979.38,3324.72,2187.63,3012.92
9.591,3277.6,1979.58,3325.07,2187.86,3013.23
9.592,3277.99,1979.79,3325.41,2188.09,3013.54
9.593,3278.37,1980.0,3325.76,2188.32,3013.86
9.594,3278.76,1980.2,3326.11,2188.55,3014.17
9.595,3279.14,1980.41,3326.45,2188.78,3014.49
9.596,3279.53,1980.62,3326.8,2189.0,3014.8
9.597,3279.92,1980.82,3327.15,2189.23,3015.12
9.598,3280.3,1981.03,3327.49,2189.46,3015.43
9.599,3280.69,1981.24,3327.84,2189.69,3015.75
9.6,3281.07,1981.44,3328.19,2189.92,3016.06
9.601,3281.46,1981.65,3328.53,2190.14,3016.38
9.602,3281.84,1981.85,3328.88,2190.37,3016.69
9.603,3282.23,1982.06,3329.23,2190.6,3017.01
9.604,3282.61,1982.27,3329.57,2190.83,3017.32
9.605,3283.0,1982.47,3329.92,2191.06,3017.64
9.606,3283.38,1982.68,3330.27,2191.28,3017.95
9.607,3283.77,1982.89,3330.61,2191.51,3018.27
9.608,3284.15,1983.09,3330.96,2191.74,3018.58
9.609,3284.54,1983.3,3331.31,2191.97,3018.9
9.61,3284.93,1983.51,3331.65,2192.2,3019.21
9.611,3285.31,1983.71,3332.0,2192.42,3019.53
9.612,3285.7,1983.92,3332.35,2192.65,3019.84
9.613,3286.08,1984.13,3332.69,2192.88,3020.16
9.614,3286.47,1984.33,3333.04,2193.11,3020.47
9.615,3286.85,1984.54,3333.39,2193.34,3020.79
9.616,3287.24,1984.74,3333.73,2193.57,3021.1
9.617,3287.62,1984.95,3334.08,2193.79,3021.42
9.618,3288.01,1985.16,3334.43,2194.02,3021.73
9.619,3288.4,1985.36,3334.77,2194.25,3022.05
9.62,3288.78,1985.57,3335.12,2194.48,3022.36
9.621,3289.17,1985.78,3335.47,2194.71,3022.68
9.622,3289.55,1985.98,3335.81,2194.93,3022.99
9.623,3289.94,1986.19,3336.16,2195.16,3023.31
9.624,3290.32,1986.4,3336.51,2195.39,3023.62
9.625,3290.71,1986.6,3336.85,2195.62,3023.94
9.626,3291.1,1986.81,3337.2,2195.85,3024.25
9.627,3291.48,1987.01,3337.55,2196.07,3024.57
9.628,3291.87,1987.22,3337.89,2196.3,3024.88
9.629,3292.25,1987.43,3338.24,2196.53,3025.2
9.63,3292.64,1987.63,3338.59,2196.76,3025.51
9.631,3293.03,1987.84,3338.93,2196.99,3025.83
9.632,3293.41,1988.05,3339.28,2197.22,3026.14
9.633,3293.8,1988.25,3339.63,2197.44,3026.46
9.634,3294.18,1988.46,3339.97,2197.67,3026.77
9.635,3294.57,1988.67,3340.32,2197.9,3027.09
9.636,3294.96,1988.87,3340.67,2198.13,3027.4
9.637,3295.34,1989.08,3341.01,2198.36,3027.72
9.638,3295.73,1989.29,3341.36,2198.58,3028.03
9.639,3296.11,1989.49,3341.71,2198.81,3028.35
9.64,3296.5,1989.7,3342.05,2199.04,3028.66
9.641,3296.89,1989.9,3342.4,2199.27,3028.98
9.642,3297.27,1990.11,3342.75,2199.5,3029.29
9.643,3297.66,1990.32,3343.09,2199.72,3029.61
9.644,3298.04,1990.52,3343.44,2199.95,3029.92
9.645,3298.43,1990.73,3343.79,2200.18,3030.24
9.646,3298.82,1990.94,3344.13,2200.41,3030.55
9.647,3299.2,1991.14,3344.48,2200.64,3030.87
9.648,3299.59,1991.35,3344.83,2200.87,3031.18
9.649,3299.98,1991.56,3345.17,2201.09,3031.5
9.65,3300.36,1991.76,3345.52,2201.32,3031.81
9.651,3300.75,1991.97,3345.87,2201.55,3032.13
9.652,3301.13,1992.17,3346.21,2201.78,3032.44
9.653,3301.52,1992.38,3346.56,2202.01,3032.76
9.654,3301.91,1992.59,3346.91,2202.23,3033.07
9.655,3302.29,1992.79,3347.25,2202.46,3033.39
9.656,3302.68,1993.0,3347.6,2202.69,3033.7
9.657,3303.07,1993.21,3347.95,2202.92,3034.02
9.658,3303.45,1993.41,3348.29,2203.15,3034.33
9.659,3303.84,1993.62,3348.64,2203.37,3034.65
9.66,3304.23,1993.83,3348.99,2203.6,3034.96
9.661,3304.61,1994.03,3349.33,2203.83,3035.28
9.662,3305.0,1994.24,3349.68,2204.06,3035.59
9.663,3305.39,1994.45,3350.03,2204.29,3035.91
9.664,3305.77,1994.65,3350.37,2204.52,3036.22
9.665,3306.16,1994.86,3350.72,2204.74,3036.54
9.666,3306.55,1995.06,3351.07,2204.97,3036.85
9.667,3306.93,1995.27,3351.41,2205.2,3037.17
9.668,3307.32,1995.48,3351.76,2205.43,3037.48
9.669,3307.71,1995.68,3352.11,2205.66,3037.8
9.67,3308.09,1995.89,3352.45,2205.88,3038.12
9.671,3308.48,1996.1,3352.8,2206.11,3038.43
9.672,3308.87,1996.3,3353.15,2206.34,3038.75
9.673,3309.25,1996.51,3353.49,2206.57,3039.06
9.674,3309.64,1996.72,3353.84,2206.8,3039.38
9.675,3310.03,1996.92,3354.19,2207.02,3039.69
9.676,3310.41,1997.13,3354.53,2207.25,3040.01
9.677,3310.8,1997.33,3354.88,2207.48,3040.32
9.678,3311.19,1997.54,3355.23,2207.71,3040.64
9.679,3311.57,1997.75,3355.57,2207.94,3040.95
9.68,3311.96,1997.95,3355.92,2208.16,3041.27
9.681,3312.35,1998.16,3356.27,2208.39,3041.58
9.682,3312.73,1998.37,3356.61,2208.62,3041.9
9.683,3313.12,1998.57,3356.96,2208.85,3042.21
9.684,3313.51,1998.78,3357.31,2209.08,3042.53
9.685,3313.9,1998.99,3357.65,2209.31,3042.84
9.686,3314.28,1999.19,3358.0,2209.53,3043.16
9.687,3314.67,1999.4,3358.35,2209.76,3043.47
9.688,3315.06,1999.61,3358.69,2209.99,3043.79
9.689,3315.44,1999.81,3359.04,2210.22,3044.1
9.69,3315.83,2000.02,3359.39,2210.45,3044.42
9.691,3316.22,2000.22,3359.73,2210.67,3044.73
9.692,3316.61,2000.43,3360.08,2210.9,3045.05
9.693,3316.99,2000.64,3360.43,2211.13,3045.36
9.694,3317.38,2000.84,3360.77,2211.36,3045.68
9.695,3317.77,2001.05,3361.12,2211.59,3045.99
9.696,3318.15,2001.26,3361.47,2211.81,3046.31
9.697,3318.54,2001.46,3361.81,2212.04,3046.62
9.698,3318.93,2001.67,3362.16,2212.27,3046.94
9.699,3319.32,2001.88,3362.51,2212.5,3047.25
9.7,3319.7,2002.08,3362.85,2212.73,3047.57
9.701,3320.09,2002.29,3363.2,2212.96,3047.88
9.702,3320.48,2002.49,3363.55,2213.18,3048.2
9.703,3320.87,2002.7,3363.89,2213.41,3048.51
9.704,3321.25,2002.91,3364.24,2213.64,3048.83
9.705,3321.64,2003.11,3364.59,2213.87,3049.14
9.706,3322.03,2003.32,3364.93,2214.1,3049.46
9.707,3322.42,2003.53,3365.28,2214.32,3049.77
9.708,3322.8,2003.73,3365.63,2214.55,3050.09
9.709,3323.19,2003.94,3365.97,2214.78,3050.4
9.71,3323.58,2004.15,3366.32,2215.01,3050.72
9.711,3323.97,2004.35,3366.67,2215.24,3051.03
9.712,3324.35,2004.56,3367.01,2215.46,3051.35
9.713,3324.74,2004.77,3367.36,2215.69,3051.66
9.714,3325.13,2004.97,3367.71,2215.92,3051.98
9.715,3325.52,2005.18,3368.05,2216.15,3052.29
9.716,3325.9,2005.38,3368.4,2216.38,3052.61
9.717,3326.29,2005.59,3368.75,2216.61,3052.92
9.718,3326.68,2005.8,3369.09,2216.83,3053.24
9.719,3327.07,2006.0,3369.44,2217.06,3053.55
9.72,3327.45,2006.21,3369.79,2217.29,3053.87
9.721,3327.84,2006.42,3370.13,2217.52,3054.18
9.722,3328.23,2006.62,3370.48,2217.75,3054.5
9.723,3328.62,2006.83,3370.83,2217.97,3054.81
9.724,3329.01,2007.04,3371.17,2218.2,3055.13
9.725,3329.39,2007.24,3371.52,2218.43,3055.44
9.726,3329.78,2007.45,3371.87,2218.66,3055.76
9.727,3330.17,2007.65,3372.21,2218.89,3056.07
9.728,3330.56,2007.86,3372.56,2219.11,3056.39
9.729,3330.94,2008.07,3372.91,2219.34,3056.71
9.73,3331.33,2008.27,3373.25,2219.57,3057.02
9.731,3331.72,2008.48,3373.6,2219.8,3057.34
9.732,3332.11,2008.69,3373.95,2220.03,3057.65
9.733,3332.5,2008.89,3374.29,2220.26,3057.97
9.734,3332.88,2009.1,3374.64,2220.48,3058.28
9.735,3333.27,2009.31,3374.99,2220.71,3058.6
9.736,3333.66,2009.51,3375.34,2220.94,3058.91
9.737,3334.05,2009.72,3375.68,2221.17,3059.23
9.738,3334.44,2009.93,3376.03,2221.4,3059.54
9.739,3334.82,2010.13,3376.38,2221.62,3059.86
9.74,3335.21,2010.34,3376.72,2221.85,3060.17
9.741,3335.6,2010.54,3377.07,2222.08,3060.49
9.742,3335.99,2010.75,3377.42,2222.31,3060.8
9.743,3336.38,2010.96,3377.76,2222.54,3061.12
9.744,3336.77,2011.16,3378.11,2222.76,3061.43
9.745,3337.15,2011.37,3378.46,2222.99,3061.75
9.746,3337.54,2011.58,3378.8,2223.22,3062.06
9.747,3337.93,2011.78,3379.15,2223.45,3062.38
9.748,3338.32,2011.99,3379.5,2223.68,3062.69
9.749,3338.71,2012.2,3379.84,2223.9,3063.01
9.75,3339.1,2012.4,3380.19,2224.13,3063.32
9.751,3339.48,2012.61,3380.54,2224.36,3063.64
9.752,3339.87,2012.81,3380.88,2224.59,3063.95
9.753,3340.26,2013.02,3381.23,2224.82,3064.27
9.754,3340.65,2013.23,3381.58,2225.05,3064.58
9.755,3341.04,2013.43,3381.92,2225.27,3064.9
9.756,3341.43,2013.64,3382.27,2225.5,3065.21
9.757,3341.81,2013.85,3382.62,2225.73,3065.53
9.758,3342.2,2014.05,3382.96,2225.96,3065.84
9.759,3342.59,2014.26,3383.31,2226.19,3066.16
9.76,3342.98,2014.47,3383.66,2226.41,3066.47
9.761,3343.37,2014.67,3384.0,2226.64,3066.79
9.762,3343.76,2014.88,3384.35,2226.87,3067.1
9.763,3344.15,2015.09,3384.7,2227.1,3067.42
9.764,3344.53,2015.29,3385.04,2227.33,3067.74
9.765,3344.92,2015.5,3385.39,2227.55,3068.05
9.766,3345.31,2015.7,3385.74,2227.78,3068.37
9.767,3345.7,2015.91,3386.08,2228.01,3068.68
9.768,3346.09,2016.12,3386.43,2228.24,3069.0
9.769,3346.48,2016.32,3386.78,2228.47,3069.31
9.77,3346.87,2016.53,3387.12,2228.7,3069.63
9.771,3347.26,2016.74,3387.47,2228.92,3069.94
9.772,3347.64,2016.94,3387.82,2229.15,3070.26
9.773,3348.03,2017.15,3388.16,2229.38,3070.57
9.774,3348.42,2017.36,3388.51,2229.61,3070.89
9.775,3348.81,2017.56,3388.86,2229.84,3071.2
9.776,3349.2,2017.77,3389.2,2230.06,3071.52
9.777,3349.59,2017.97,3389.55,2230.29,3071.83
9.778,3349.98,2018.18,3389.9,2230.52,3072.15
9.779,3350.37,2018.39,3390.24,2230.75,3072.46
9.78,3350.76,2018.59,3390.59,2230.98,3072.78
9.781,3351.14,2018.8,3390.94,2231.2,3073.09
9.782,3351.53,2019.01,3391.28,2231.43,3073.41
9.783,3351.92,2019.21,3391.63,2231.66,3073.72
9.784,3352.31,2019.42,3391.98,2231.89,3074.04
9.785,3352.7,2019.63,3392.32,2232.12,3074.35
9.786,3353.09,2019.83,3392.67,2232.35,3074.67
9.787,3353.48,2020.04,3393.02,2232.57,3074.98
9.788,3353.87,2020.25,3393.36,2232.8,3075.3
9.789,3354.26,2020.45,3393.71,2233.03,3075.61
9.79,3354.65,2020.66,3394.06,2233.26,3075.93
9.791,3355.04,2020.86,3394.4,2233.49,3076.25
9.792,3355.43,2021.07,3394.75,2233.71,3076.56
9.793,3355.81,2021.28,3395.1,2233.94,3076.88
9.794,3356.2,2021.48,3395.44,2234.17,3077.19
9.795,3356.59,2021.69,3395.79,2234.4,3077.51
9.796,3356.98,2021.9,3396.14,2234.63,3077.82
9.797,3357.37,2022.1,3396.48,2234.85,3078.14
9.798,3357.76,2022.31,3396.83,2235.08,3078.45
9.799,3358.15,2022.52,3397.18,2235.31,3078.77
9.8,3358.54,2022.72,3397.52,2235.54,3079.08
9.801,3358.93,2022.93,3397.87,2235.77,3079.4
9.802,3359.32,2023.13,3398.22,2236.0,3079.71
9.803,3359.71,2023.34,3398.56,2236.22,3080.03
9.804,3360.1,2023.55,3398.91,2236.45,3080.34
9.805,3360.49,2023.75,3399.26,2236.68,3080.66
9.806,3360.88,2023.96,3399.6,2236.91,3080.97
9.807,3361.27,2024.17,3399.95,2237.14,3081.29
9.808,3361.66,2024.37,3400.3,2237.36,3081.6
9.809,3362.05,2024.58,3400.64,2237.59,3081.92
9.81,3362.44,2024.79,3400.99,2237.82,3082.23
9.811,3362.82,2024.99,3401.34,2238.05,3082.55
9.812,3363.21,2025.2,3401.68,2238.28,3082.87
9.813,3363.6,2025.41,3402.03,2238.5,3083.18
9.814,3363.99,2025.61,3402.38,2238.73,3083.5
9.815,3364.38,2025.82,3402.72,2238.96,3083.81
9.816,3364.77,2026.02,3403.07,2239.19,3084.13
9.817,3365.16,2026.23,3403.42,2239.42,3084.44
9.818,3365.55,2026.44,3403.76,2239.64,3084.76
9.819,3365.94,2026.64,3404.11,2239.87,3085.07
9.82,3366.33,2026.85,3404.46,2240.1,3085.39
9.821,3366.72,2027.06,3404.8,2240.33,3085.7
9.822,3367.11,2027.26,3405.15,2240.56,3086.02
9.823,3367.5,2027.47,3405.5,2240.79,3086.33
9.824,3367.89,2027.68,3405.84,2241.01,3086.65
9.825,3368.28,2027.88,3406.19,2241.24,3086.96
9.826,3368.67,2028.09,3406.54,2241.47,3087.28
9.827,3369.06,2028.29,3406.88,2241.7,3087.59
9.828,3369.45,2028.5,3407.23,2241.93,3087.91
9.829,3369.84,2028.71,3407.58,2242.15,3088.22
9.83,3370.23,2028.91,3407.92,2242.38,3088.54
9.831,3370.62,2029.12,3408.27,2242.61,3088.85
9.832,3371.01,2029.33,3408.62,2242.84,3089.17
9.833,3371.4,2029.53,3408.96,2243.07,3089.49
9.834,3371.79,2029.74,3409.31,2243.29,3089.8
9.835,3372.18,2029.95,3409.66,2243.52,3090.12
9.836,3372.57,2030.15,3410.0,2243.75,3090.43
9.837,3372.96,2030.36,3410.35,2243.98,3090.75
9.838,3373.35,2030.57,3410.7,2244.21,3091.06
9.839,3373.74,2030.77,3411.04,2244.44,3091.38
9.84,3374.13,2030.98,3411.39,2244.66,3091.69
9.841,3374.52,2031.18,3411.74,2244.89,3092.01
9.842,3374.91,2031.39,3412.08,2245.12,3092.32
9.843,3375.3,2031.6,3412.43,2245.35,3092.64
9.844,3375.69,2031.8,3412.78,2245.58,3092.95
9.845,3376.09,2032.01,3413.12,2245.8,3093.27
9.846,3376.48,2032.22,3413.47,2246.03,3093.58
9.847,3376.87,2032.42,3413.82,2246.26,3093.9
9.848,3377.26,2032.63,3414.16,2246.49,3094.21
9.849,3377.65,2032.84,3414.51,2246.72,3094.53
9.85,3378.04,2033.04,3414.86,2246.94,3094.85
9.851,3378.43,2033.25,3415.2,2247.17,3095.16
9.852,3378.82,2033.45,3415.55,2247.4,3095.48
9.853,3379.21,2033.66,3415.9,2247.63,3095.79
9.854,3379.6,2033.87,3416.24,2247.86,3096.11
9.855,3379.99,2034.07,3416.59,2248.09,3096.42
9.856,3380.38,2034.28,3416.94,2248.31,3096.74
9.857,3380.77,2034.49,3417.28,2248.54,3097.05
9.858,3381.16,2034.69,3417.63,2248.77,3097.37
9.859,3381.55,2034.9,3417.98,2249.0,3097.68
9.86,3381.94,2035.11,3418.32,2249.23,3098.0
9.861,3382.33,2035.31,3418.67,2249.45,3098.31
9.862,3382.72,2035.52,3419.02,2249.68,3098.63
9.863,3383.12,2035.73,3419.36,2249.91,3098.94
9.864,3383.51,2035.93,3419.71,2250.14,3099.26
9.865,3383.9,2036.14,3420.06,2250.37,3099.58
9.866,3384.29,2036.34,3420.4,2250.59,3099.89
9.867,3384.68,2036.55,3420.75,2250.82,3100.21
9.868,3385.07,2036.76,3421.1,2251.05,3100.52
9.869,3385.46,2036.96,3421.44,2251.28,3100.84
9.87,3385.85,2037.17,3421.79,2251.51,3101.15
9.871,3386.24,2037.38,3422.14,2251.74,3101.47
9.872,3386.63,2037.58,3422.48,2251.96,3101.78
9.873,3387.02,2037.79,3422.83,2252.19,3102.1
9.874,3387.41,2038.0,3423.18,2252.42,3102.41
9.875,3387.81,2038.2,3423.52,2252.65,3102.73
9.876,3388.2,2038.41,3423.87,2252.88,3103.04
9.877,3388.59,2038.62,3424.22,2253.1,3103.36
9.878,3388.98,2038.82,3424.56,2253.33,3103.67
9.879,3389.37,2039.03,3424.91,2253.56,3103.99
9.88,3389.76,2039.23,3425.26,2253.79,3104.31
9.881,3390.15,2039.44,3425.6,2254.02,3104.62
9.882,3390.54,2039.65,3425.95,2254.24,3104.94
9.883,3390.93,2039.85,3426.3,2254.47,3105.25
9.884,3391.33,2040.06,3426.64,2254.7,3105.57
9.885,3391.72,2040.27,3426.99,2254.93,3105.88
9.886,3392.11,2040.47,3427.34,2255.16,3106.2
9.887,3392.5,2040.68,3427.68,2255.39,3106.51
9.888,3392.89,2040.89,3428.03,2255.61,3106.83
9.889,3393.28,2041.09,3428.38,2255.84,3107.14
9.89,3393.67,2041.3,3428.72,2256.07,3107.46
9.891,3394.07,2041.5,3429.07,2256.3,3107.77
9.892,3394.46,2041.71,3429.42,2256.53,3108.09
9.893,3394.85,2041.92,3429.76,2256.75,3108.4
9.894,3395.24,2042.12,3430.11,2256.98,3108.72
9.895,3395.63,2042.33,3430.46,2257.21,3109.04
9.896,3396.02,2042.54,3430.8,2257.44,3109.35
9.897,3396.41,2042.74,3431.15,2257.67,3109.67
9.898,3396.81,2042.95,3431.5,2257.89,3109.98
9.899,3397.2,2043.16,3431.84,2258.12,3110.3
9.9,3397.59,2043.36,3432.19,2258.35,3110.61
9.901,3397.98,2043.57,3432.54,2258.58,3110.93
9.902,3398.37,2043.78,3432.88,2258.81,3111.24
9.903,3398.76,2043.98,3433.23,2259.03,3111.56
9.904,3399.15,2044.19,3433.58,2259.26,3111.87
9.905,3399.55,2044.39,3433.92,2259.49,3112.19
9.906,3399.94,2044.6,3434.27,2259.72,3112.5
9.907,3400.33,2044.81,3434.62,2259.95,3112.82
9.908,3400.72,2045.01,3434.97,2260.18,3113.14
9.909,3401.11,2045.22,3435.31,2260.4,3113.45
9.91,3401.5,2045.43,3435.66,2260.63,3113.77
9.911,3401.9,2045.63,3436.01,2260.86,3114.08
9.912,3402.29,2045.84,3436.35,2261.09,3114.4
9.913,3402.68,2046.05,3436.7,2261.32,3114.71
9.914,3403.07,2046.25,3437.05,2261.54,3115.03
9.915,3403.46,2046.46,3437.39,2261.77,3115.34
9.916,3403.86,2046.66,3437.74,2262.0,3115.66
9.917,3404.25,2046.87,3438.09,2262.23,3115.97
9.918,3404.64,2047.08,3438.43,2262.46,3116.29
9.919,3405.03,2047.28,3438.78,2262.68,3116.61
9.92,3405.42,2047.49,3439.13,2262.91,3116.92
9.921,3405.82,2047.7,3439.47,2263.14,3117.24
9.922,3406.21,2047.9,3439.82,2263.37,3117.55
9.923,3406.6,2048.11,3440.17,2263.6,3117.87
9.924,3406.99,2048.32,3440.51,2263.83,3118.18
9.925,3407.38,2048.52,3440.86,2264.05,3118.5
9.926,3407.78,2048.73,3441.21,2264.28,3118.81
9.927,3408.17,2048.94,3441.55,2264.51,3119.13
9.928,3408.56,2049.14,3441.9,2264.74,3119.44
9.929,3408.95,2049.35,3442.25,2264.97,3119.76
9.93,3409.35,2049.55,3442.59,2265.19,3120.07
9.931,3409.74,2049.76,3442.94,2265.42,3120.39
9.932,3410.13,2049.97,3443.29,2265.65,3120.71
9.933,3410.52,2050.17,3443.63,2265.88,3121.02
9.934,3410.91,2050.38,3443.98,2266.11,3121.34
9.935,3411.31,2050.59,3444.33,2266.33,3121.65
9.936,3411.7,2050.79,3444.67,2266.56,3121.97
9.937,3412.09,2051.0,3445.02,2266.79,3122.28
9.938,3412.48,2051.21,3445.37,2267.02,3122.6
9.939,3412.88,2051.41,3445.71,2267.25,3122.91
9.94,3413.27,2051.62,3446.06,2267.48,3123.23
9.941,3413.66,2051.82,3446.41,2267.7,3123.54
9.942,3414.05,2052.03,3446.75,2267.93,3123.86
9.943,3414.45,2052.24,3447.1,2268.16,3124.18
9.944,3414.84,2052.44,3447.45,2268.39,3124.49
9.945,3415.23,2052.65,3447.79,2268.62,3124.81
9.946,3415.62,2052.86,3448.14,2268.84,3125.12
9.947,3416.02,2053.06,3448.49,2269.07,3125.44
9.948,3416.41,2053.27,3448.83,2269.3,3125.75
9.949,3416.8,2053.48,3449.18,2269.53,3126.07
9.95,3417.19,2053.68,3449.53,2269.76,3126.38
9.951,3417.59,2053.89,3449.87,2269.98,3126.7
9.952,3417.98,2054.1,3450.22,2270.21,3127.01
9.953,3418.37,2054.3,3450.57,2270.44,3127.33
9.954,3418.76,2054.51,3450.91,2270.67,3127.65
9.955,3419.16,2054.71,3451.26,2270.9,3127.96
9.956,3419.55,2054.92,3451.61,2271.13,3128.28
9.957,3419.94,2055.13,3451.95,2271.35,3128.59
9.958,3420.34,2055.33,3452.3,2271.58,3128.91
9.959,3420.73,2055.54,3452.65,2271.81,3129.22
9.96,3421.12,2055.75,3452.99,2272.04,3129.54
