p,HB,Q1,Q2,Q3,D
8.997,3052.05,1856.98,3119.13,2052.36,2826.28
8.998,3052.42,1857.19,3119.48,2052.59,2826.6
8.999,3052.8,1857.4,3119.83,2052.82,2826.91
9.0,3053.17,1857.6,3120.17,2053.05,2827.23
9.001,3053.55,1857.81,3120.52,2053.27,2827.54
9.002,3053.92,1858.01,3120.87,2053.5,2827.86
9.003,3054.3,1858.22,3121.21,2053.73,2828.17
9.004,3054.67,1858.43,3121.56,2053.96,2828.49
9.005,3055.05,1858.63,3121.91,2054.19,2828.8
9.006,3055.42,1858.84,3122.25,2054.41,2829.11
9.007,3055.8,1859.05,3122.6,2054.64,2829.43
9.008,3056.17,1859.25,3122.95,2054.87,2829.74
9.009,3056.54,1859.46,3123.29,2055.1,2830.06
9.01,3056.92,1859.67,3123.64,2055.33,2830.37
9.011,3057.29,1859.87,3123.99,2055.56,2830.69
9.012,3057.67,1860.08,3124.33,2055.78,2831.0
9.013,3058.04,1860.29,3124.68,2056.01,2831.32
9.014,3058.42,1860.49,3125.03,2056.24,2831.63
9.015,3058.79,1860.7,3125.37,2056.47,2831.95
9.016,3059.17,1860.9,3125.72,2056.7,2832.26
9.017,3059.54,1861.11,3126.07,2056.92,2832.57
9.018,3059.92,1861.32,3126.41,2057.15,2832.89
9.019,3060.29,1861.52,3126.76,2057.38,2833.2
9.02,3060.67,1861.73,3127.11,2057.61,2833.52
9.021,3061.04,1861.94,3127.45,2057.84,2833.83
9.022,3061.42,1862.14,3127.8,2058.06,2834.15
9.023,3061.79,1862.35,3128.15,2058.29,2834.46
9.024,3062.17,1862.56,3128.49,2058.52,2834.78
9.025,3062.54,1862.76,3128.84,2058.75,2835.09
9.026,3062.92,1862.97,3129.19,2058.98,2835.41
9.027,3063.29,1863.17,3129.53,2059.21,2835.72
9.028,3063.67,1863.38,3129.88,2059.43,2836.04
9.029,3064.05,1863.59,3130.23,2059.66,2836.35
9.03,3064.42,1863.79,3130.57,2059.89,2836.66
9.031,3064.8,1864.0,3130.92,2060.12,2836.98
9.032,3065.17,1864.21,3131.27,2060.35,2837.29
9.033,3065.55,1864.41,3131.61,2060.57,2837.61
9.034,3065.92,1864.62,3131.96,2060.8,2837.92
9.035,3066.3,1864.83,3132.31,2061.03,2838.24
9.036,3066.67,1865.03,3132.65,2061.26,2838.55
9.037,3067.05,1865.24,3133.0,2061.49,2838.87
9.038,3067.42,1865.45,3133.35,2061.71,2839.18
9.039,3067.8,1865.65,3133.69,2061.94,2839.5
9.04,3068.17,1865.86,3134.04,2062.17,2839.81
9.041,3068.55,1866.06,3134.39,2062.4,2840.12
9.042,3068.92,1866.27,3134.73,2062.63,2840.44
9.043,3069.3,1866.48,3135.08,2062.85,2840.75
9.044,3069.67,1866.68,3135.43,2063.08,2841.07
9.045,3070.05,1866.89,3135.78,2063.31,2841.38
9.046,3070.43,1867.1,3136.12,2063.54,2841.7
9.047,3070.8,1867.3,3136.47,2063.77,2842.01
9.048,3071.18,1867.51,3136.82,2064.0,2842.33
9.049,3071.55,1867.72,3137.16,2064.22,2842.64
9.05,3071.93,1867.92,3137.51,2064.45,2842.96
9.051,3072.3,1868.13,3137.86,2064.68,2843.27
9.052,3072.68,1868.33,3138.2,2064.91,2843.59
9.053,3073.05,1868.54,3138.55,2065.14,2843.9
9.054,3073.43,1868.75,3138.9,2065.36,2844.21
9.055,3073.8,1868.95,3139.24,2065.59,2844.53
9.056,3074.18,1869.16,3139.59,2065.82,2844.84
9.057,3074.56,1869.37,3139.94,2066.05,2845.16
9.058,3074.93,1869.57,3140.28,2066.28,2845.47
9.059,3075.31,1869.78,3140.63,2066.5,2845.79
9.06,3075.68,1869.99,3140.98,2066.73,2846.1
9.061,3076.06,1870.19,3141.32,2066.96,2846.42
9.062,3076.43,1870.4,3141.67,2067.19,2846.73
9.063,3076.81,1870.61,3142.02,2067.42,2847.05
9.064,3077.19,1870.81,3142.36,2067.65,2847.36
9.065,3077.56,1871.02,3142.71,2067.87,2847.67
9.066,3077.94,1871.22,3143.06,2068.1,2847.99
9.067,3078.31,1871.43,3143.4,2068.33,2848.3
9.068,3078.69,1871.64,3143.75,2068.56,2848.62
9.069,3079.06,1871.84,3144.1,2068.79,2848.93
9.07,3079.44,1872.05,3144.44,2069.01,2849.25
9.071,3079.82,1872.26,3144.79,2069.24,2849.56
9.072,3080.19,1872.46,3145.14,2069.47,2849.88
9.073,3080.57,1872.67,3145.48,2069.7,2850.19
9.074,3080.94,1872.88,3145.83,2069.93,2850.51
9.075,3081.32,1873.08,3146.18,2070.15,2850.82
9.076,3081.7,1873.29,3146.52,2070.38,2851.14
9.077,3082.07,1873.49,3146.87,2070.61,2851.45
9.078,3082.45,1873.7,3147.22,2070.84,2851.76
9.079,3082.82,1873.91,3147.56,2071.07,2852.08
9.08,3083.2,1874.11,3147.91,2071.3,2852.39
9.081,3083.58,1874.32,3148.26,2071.52,2852.71
9.082,3083.95,1874.53,3148.6,2071.75,2853.02
9.083,3084.33,1874.73,3148.95,2071.98,2853.34
9.084,3084.7,1874.94,3149.3,2072.21,2853.65
9.085,3085.08,1875.15,3149.64,2072.44,2853.97
9.086,3085.46,1875.35,3149.99,2072.66,2854.28
9.087,3085.83,1875.56,3150.34,2072.89,2854.6
9.088,3086.21,1875.77,3150.68,2073.12,2854.91
9.089,3086.58,1875.97,3151.03,2073.35,2855.22
9.09,3086.96,1876.18,3151.38,2073.58,2855.54
9.091,3087.34,1876.38,3151.72,2073.8,2855.85
9.092,3087.71,1876.59,3152.07,2074.03,2856.17
9.093,3088.09,1876.8,3152.42,2074.26,2856.48
9.094,3088.46,1877.0,3152.76,2074.49,2856.8
9.095,3088.84,1877.21,3153.11,2074.72,2857.11
9.096,3089.22,1877.42,3153.46,2074.95,2857.43
9.097,3089.59,1877.62,3153.8,2075.17,2857.74
9.098,3089.97,1877.83,3154.15,2075.4,2858.06
9.099,3090.35,1878.04,3154.5,2075.63,2858.37
9.1,3090.72,1878.24,3154.84,2075.86,2858.69
9.101,3091.1,1878.45,3155.19,2076.09,2859.0
9.102,3091.47,1878.65,3155.54,2076.31,2859.31
9.103,3091.85,1878.86,3155.88,2076.54,2859.63
9.104,3092.23,1879.07,3156.23,2076.77,2859.94
9.105,3092.6,1879.27,3156.58,2077.0,2860.26
9.106,3092.98,1879.48,3156.92,2077.23,2860.57
9.107,3093.36,1879.69,3157.27,2077.45,2860.89
9.108,3093.73,1879.89,3157.62,2077.68,2861.2
9.109,3094.11,1880.1,3157.96,2077.91,2861.52
9.11,3094.49,1880.31,3158.31,2078.14,2861.83
9.111,3094.86,1880.51,3158.66,2078.37,2862.15
9.112,3095.24,1880.72,3159.0,2078.59,2862.46
9.113,3095.62,1880.93,3159.35,2078.82,2862.78
9.114,3095.99,1881.13,3159.7,2079.05,2863.09
9.115,3096.37,1881.34,3160.04,2079.28,2863.4
9.116,3096.75,1881.54,3160.39,2079.51,2863.72
9.117,3097.12,1881.75,3160.74,2079.74,2864.03
9.118,3097.5,1881.96,3161.08,2079.96,2864.35
9.119,3097.88,1882.16,3161.43,2080.19,2864.66
9.12,3098.25,1882.37,3161.78,2080.42,2864.98
9.121,3098.63,1882.58,3162.12,2080.65,2865.29
9.122,3099.01,1882.78,3162.47,2080.88,2865.61
9.123,3099.38,1882.99,3162.82,2081.1,2865.92
9.124,3099.76,1883.2,3163.16,2081.33,2866.24
9.125,3100.14,1883.4,3163.51,2081.56,2866.55
9.126,3100.51,1883.61,3163.86,2081.79,2866.87
9.127,3100.89,1883.81,3164.2,2082.02,2867.18
9.128,3101.27,1884.02,3164.55,2082.24,2867.49
9.129,3101.64,1884.23,3164.9,2082.47,2867.81
9.13,3102.02,1884.43,3165.24,2082.7,2868.12
9.131,3102.4,1884.64,3165.59,2082.93,2868.44
9.132,3102.77,1884.85,3165.94,2083.16,2868.75
9.133,3103.15,1885.05,3166.28,2083.39,2869.07
9.134,3103.53,1885.26,3166.63,2083.61,2869.38
9.135,3103.9,1885.47,3166.98,2083.84,2869.7
9.136,3104.28,1885.67,3167.32,2084.07,2870.01
9.137,3104.66,1885.88,3167.67,2084.3,2870.33
9.138,3105.03,1886.09,3168.02,2084.53,2870.64
9.139,3105.41,1886.29,3168.36,2084.75,2870.96
9.14,3105.79,1886.5,3168.71,2084.98,2871.27
9.141,3106.16,1886.7,3169.06,2085.21,2871.58
9.142,3106.54,1886.91,3169.4,2085.44,2871.9
9.143,3106.92,1887.12,3169.75,2085.67,2872.21
9.144,3107.3,1887.32,3170.1,2085.89,2872.53
9.145,3107.67,1887.53,3170.44,2086.12,2872.84
9.146,3108.05,1887.74,3170.79,2086.35,2873.16
9.147,3108.43,1887.94,3171.14,2086.58,2873.47
9.148,3108.8,1888.15,3171.48,2086.81,2873.79
9.149,3109.18,1888.36,3171.83,2087.04,2874.1
9.15,3109.56,1888.56,3172.18,2087.26,2874.42
9.151,3109.94,1888.77,3172.52,2087.49,2874.73
9.152,3110.31,1888.97,3172.87,2087.72,2875.05
9.153,3110.69,1889.18,3173.22,2087.95,2875.36
9.154,3111.07,1889.39,3173.56,2088.18,2875.67
9.155,3111.44,1889.59,3173.91,2088.4,2875.99
9.156,3111.82,1889.8,3174.26,2088.63,2876.3
9.157,3112.2,1890.01,3174.6,2088.86,2876.62
9.158,3112.58,1890.21,3174.95,2089.09,2876.93
9.159,3112.95,1890.42,3175.3,2089.32,2877.25
9.16,3113.33,1890.63,3175.64,2089.54,2877.56
9.161,3113.71,1890.83,3175.99,2089.77,2877.88
9.162,3114.09,1891.04,3176.34,2090.0,2878.19
9.163,3114.46,1891.25,3176.68,2090.23,2878.51
9.164,3114.84,1891.45,3177.03,2090.46,2878.82
9.165,3115.22,1891.66,3177.38,2090.69,2879.14
9.166,3115.59,1891.86,3177.72,2090.91,2879.45
9.167,3115.97,1892.07,3178.07,2091.14,2879.77
9.168,3116.35,1892.28,3178.42,2091.37,2880.08
9.169,3116.73,1892.48,3178.76,2091.6,2880.39
9.17,3117.1,1892.69,3179.11,2091.83,2880.71
9.171,3117.48,1892.9,3179.46,2092.05,2881.02
9.172,3117.86,1893.1,3179.8,2092.28,2881.34
9.173,3118.24,1893.31,3180.15,2092.51,2881.65
9.174,3118.61,1893.52,3180.5,2092.74,2881.97
9.175,3118.99,1893.72,3180.84,2092.97,2882.28
9.176,3119.37,1893.93,3181.19,2093.19,2882.6
9.177,3119.75,1894.13,3181.54,2093.42,2882.91
9.178,3120.12,1894.34,3181.88,2093.65,2883.23
9.179,3120.5,1894.55,3182.23,2093.88,2883.54
9.18,3120.88,1894.75,3182.58,2094.11,2883.86
9.181,3121.26,1894.96,3182.92,2094.33,2884.17
9.182,3121.64,1895.17,3183.27,2094.56,2884.48
9.183,3122.01,1895.37,3183.62,2094.79,2884.8
9.184,3122.39,1895.58,3183.96,2095.02,2885.11
9.185,3122.77,1895.79,3184.31,2095.25,2885.43
9.186,3123.15,1895.99,3184.66,2095.48,2885.74
9.187,3123.52,1896.2,3185.0,2095.7,2886.06
9.188,3123.9,1896.41,3185.35,2095.93,2886.37
9.189,3124.28,1896.61,3185.7,2096.16,2886.69
9.19,3124.66,1896.82,3186.04,2096.39,2887.0
9.191,3125.04,1897.02,3186.39,2096.62,2887.32
9.192,3125.41,1897.23,3186.74,2096.84,2887.63
9.193,3125.79,1897.44,3187.08,2097.07,2887.95
9.194,3126.17,1897.64,3187.43,2097.3,2888.26
9.195,3126.55,1897.85,3187.78,2097.53,2888.58
9.196,3126.92,1898.06,3188.12,2097.76,2888.89
9.197,3127.3,1898.26,3188.47,2097.98,2889.2
9.198,3127.68,1898.47,3188.82,2098.21,2889.52
9.199,3128.06,1898.68,3189.16,2098.44,2889.83
9.2,3128.44,1898.88,3189.51,2098.67,2890.15
9.201,3128.81,1899.09,3189.86,2098.9,2890.46
9.202,3129.19,1899.29,3190.2,2099.13,2890.78
9.203,3129.57,1899.5,3190.55,2099.35,2891.09
9.204,3129.95,1899.71,3190.9,2099.58,2891.41
9.205,3130.33,1899.91,3191.24,2099.81,2891.72
9.206,3130.7,1900.12,3191.59,2100.04,2892.04
9.207,3131.08,1900.33,3191.94,2100.27,2892.35
9.208,3131.46,1900.53,3192.28,2100.49,2892.67
9.209,3131.84,1900.74,3192.63,2100.72,2892.98
9.21,3132.22,1900.95,3192.98,2100.95,2893.29
9.211,3132.6,1901.15,3193.32,2101.18,2893.61
9.212,3132.97,1901.36,3193.67,2101.41,2893.92
9.213,3133.35,1901.57,3194.02,2101.63,2894.24
9.214,3133.74,1901.77,3194.36,2101.86,2894.55
9.215,3134.12,1901.98,3194.71,2102.09,2894.87
9.216,3134.49,1902.18,3195.06,2102.32,2895.18
9.217,3134.87,1902.39,3195.4,2102.55,2895.5
9.218,3135.25,1902.6,3195.75,2102.78,2895.81
9.219,3135.63,1902.8,3196.1,2103.0,2896.13
9.22,3136.01,1903.01,3196.45,2103.23,2896.44
9.221,3136.39,1903.22,3196.79,2103.46,2896.76
9.222,3136.76,1903.42,3197.14,2103.69,2897.07
9.223,3137.14,1903.63,3197.49,2103.92,2897.39
9.224,3137.52,1903.84,3197.83,2104.14,2897.7
9.225,3137.9,1904.04,3198.18,2104.37,2898.01
9.226,3138.28,1904.25,3198.53,2104.6,2898.33
9.227,3138.66,1904.45,3198.87,2104.83,2898.64
9.228,3139.04,1904.66,3199.22,2105.06,2898.96
9.229,3139.41,1904.87,3199.57,2105.28,2899.27
9.23,3139.79,1905.07,3199.91,2105.51,2899.59
9.231,3140.17,1905.28,3200.26,2105.74,2899.9
9.232,3140.55,1905.49,3200.61,2105.97,2900.22
9.233,3140.93,1905.69,3200.95,2106.2,2900.53
9.234,3141.31,1905.9,3201.3,2106.43,2900.85
9.235,3141.69,1906.11,3201.65,2106.65,2901.16
9.236,3142.06,1906.31,3201.99,2106.88,2901.48
9.237,3142.44,1906.52,3202.34,2107.11,2901.79
9.238,3142.82,1906.73,3202.69,2107.34,2902.11
9.239,3143.2,1906.93,3203.03,2107.57,2902.42
9.24,3143.58,1907.14,3203.38,2107.79,2902.73
9.241,3143.96,1907.34,3203.73,2108.02,2903.05
9.242,3144.34,1907.55,3204.07,2108.25,2903.36
9.243,3144.71,1907.76,3204.42,2108.48,2903.68
9.244,3145.09,1907.96,3204.77,2108.71,2903.99
9.245,3145.47,1908.17,3205.11,2108.93,2904.31
9.246,3145.85,1908.38,3205.46,2109.16,2904.62
9.247,3146.23,1908.58,3205.81,2109.39,2904.94
9.248,3146.61,1908.79,3206.15,2109.62,2905.25
9.249,3146.99,1909.0,3206.5,2109.85,2905.57
9.25,3147.37,1909.2,3206.85,2110.07,2905.88
9.251,3147.74,1909.41,3207.19,2110.3,2906.2
9.252,3148.12,1909.61,3207.54,2110.53,2906.51
9.253,3148.5,1909.82,3207.89,2110.76,2906.83
9.254,3148.88,1910.03,3208.23,2110.99,2907.14
9.255,3149.26,1910.23,3208.58,2111.22,2907.46
9.256,3149.64,1910.44,3208.93,2111.44,2907.77
9.257,3150.02,1910.65,3209.27,2111.67,2908.08
9.258,3150.4,1910.85,3209.62,2111.9,2908.4
9.259,3150.78,1911.06,3209.97,2112.13,2908.71
9.26,3151.16,1911.27,3210.31,2112.36,2909.03
9.261,3151.53,1911.47,3210.66,2112.58,2909.34
9.262,3151.91,1911.68,3211.01,2112.81,2909.66
9.263,3152.29,1911.89,3211.35,2113.04,2909.97
9.264,3152.67,1912.09,3211.7,2113.27,2910.29
9.265,3153.05,1912.3,3212.05,2113.5,2910.6
9.266,3153.43,1912.5,3212.39,2113.72,2910.92
9.267,3153.81,1912.71,3212.74,2113.95,2911.23
9.268,3154.19,1912.92,3213.09,2114.18,2911.55
9.269,3154.57,1913.12,3213.43,2114.41,2911.86
9.27,3154.95,1913.33,3213.78,2114.64,2912.18
9.271,3155.33,1913.54,3214.13,2114.87,2912.49
9.272,3155.7,1913.74,3214.47,2115.09,2912.8
9.273,3156.08,1913.95,3214.82,2115.32,2913.12
9.274,3156.46,1914.16,3215.17,2115.55,2913.43
9.275,3156.84,1914.36,3215.51,2115.78,2913.75
9.276,3157.22,1914.57,3215.86,2116.01,2914.06
9.277,3157.6,1914.77,3216.21,2116.23,2914.38
9.278,3157.98,1914.98,3216.55,2116.46,2914.69
9.279,3158.36,1915.19,3216.9,2116.69,2915.01
9.28,3158.74,1915.39,3217.25,2116.92,2915.32
9.281,3159.12,1915.6,3217.59,2117.15,2915.64
9.282,3159.5,1915.81,3217.94,2117.37,2915.95
9.283,3159.88,1916.01,3218.29,2117.6,2916.27
9.284,3160.26,1916.22,3218.63,2117.83,2916.58
9.285,3160.64,1916.43,3218.98,2118.06,2916.9
9.286,3161.02,1916.63,3219.33,2118.29,2917.21
9.287,3161.4,1916.84,3219.67,2118.52,2917.53
9.288,3161.77,1917.05,3220.02,2118.74,2917.84
9.289,3162.15,1917.25,3220.37,2118.97,2918.15
9.29,3162.53,1917.46,3220.71,2119.2,2918.47
9.291,3162.91,1917.66,3221.06,2119.43,2918.78
9.292,3163.29,1917.87,3221.41,2119.66,2919.1
9.293,3163.67,1918.08,3221.75,2119.88,2919.41
9.294,3164.05,1918.28,3222.1,2120.11,2919.73
9.295,3164.43,1918.49,3222.45,2120.34,2920.04
9.296,3164.81,1918.7,3222.79,2120.57,2920.36
9.297,3165.19,1918.9,3223.14,2120.8,2920.67
9.298,3165.57,1919.11,3223.49,2121.02,2920.99
9.299,3165.95,1919.32,3223.83,2121.25,2921.3
9.3,3166.33,1919.52,3224.18,2121.48,2921.62
9.301,3166.71,1919.73,3224.53,2121.71,2921.93
9.302,3167.09,1919.93,3224.87,2121.94,2922.25
9.303,3167.47,1920.14,3225.22,2122.17,2922.56
9.304,3167.85,1920.35,3225.57,2122.39,2922.88
9.305,3168.23,1920.55,3225.91,2122.62,2923.19
9.306,3168.61,1920.76,3226.26,2122.85,2923.5
9.307,3168.99,1920.97,3226.61,2123.08,2923.82
9.308,3169.37,1921.17,3226.95,2123.31,2924.13
9.309,3169.75,1921.38,3227.3,2123.53,2924.45
9.31,3170.13,1921.59,3227.65,2123.76,2924.76
9.311,3170.51,1921.79,3227.99,2123.99,2925.08
9.312,3170.89,1922.0,3228.34,2124.22,2925.39
9.313,3171.27,1922.21,3228.69,2124.45,2925.71
9.314,3171.65,1922.41,3229.03,2124.67,2926.02
9.315,3172.03,1922.62,3229.38,2124.9,2926.34
9.316,3172.41,1922.82,3229.73,2125.13,2926.65
9.317,3172.79,1923.03,3230.07,2125.36,2926.97
9.318,3173.17,1923.24,3230.42,2125.59,2927.28
9.319,3173.55,1923.44,3230.77,2125.81,2927.6
9.32,3173.93,1923.65,3231.11,2126.04,2927.91
9.321,3174.31,1923.86,3231.46,2126.27,2928.23
9.322,3174.69,1924.06,3231.81,2126.5,2928.54
9.323,3175.07,1924.27,3232.15,2126.73,2928.85
9.324,3175.45,1924.48,3232.5,2126.96,2929.17
9.325,3175.83,1924.68,3232.85,2127.18,2929.48
9.326,3176.21,1924.89,3233.19,2127.41,2929.8
9.327,3176.59,1925.09,3233.54,2127.64,2930.11
9.328,3176.97,1925.3,3233.89,2127.87,2930.43
9.329,3177.35,1925.51,3234.23,2128.1,2930.74
9.33,3177.73,1925.71,3234.58,2128.32,2931.06
9.331,3178.11,1925.92,3234.93,2128.55,2931.37
9.332,3178.49,1926.13,3235.27,2128.78,2931.69
9.333,3178.87,1926.33,3235.62,2129.01,2932.0
9.334,3179.25,1926.54,3235.97,2129.24,2932.32
9.335,3179.63,1926.75,3236.31,2129.46,2932.63
9.336,3180.01,1926.95,3236.66,2129.69,2932.95
9.337,3180.39,1927.16,3237.01,2129.92,2933.26
9.338,3180.77,1927.37,3237.35,2130.15,2933.58
9.339,3181.15,1927.57,3237.7,2130.38,2933.89
9.34,3181.53,1927.78,3238.05,2130.61,2934.21
9.341,3181.91,1927.98,3238.39,2130.83,2934.52
9.342,3182.29,1928.19,3238.74,2131.06,2934.83
9.343,3182.67,1928.4,3239.09,2131.29,2935.15
9.344,3183.05,1928.6,3239.43,2131.52,2935.46
9.345,3183.44,1928.81,3239.78,2131.75,2935.78
9.346,3183.82,1929.02,3240.13,2131.97,2936.09
9.347,3184.2,1929.22,3240.47,2132.2,2936.41
9.348,3184.58,1929.43,3240.82,2132.43,2936.72
9.349,3184.96,1929.64,3241.17,2132.66,2937.04
9.35,3185.34,1929.84,3241.51,2132.89,2937.35
9.351,3185.72,1930.05,3241.86,2133.11,2937.67
9.352,3186.1,1930.25,3242.21,2133.34,2937.98
9.353,3186.48,1930.46,3242.55,2133.57,2938.3
9.354,3186.86,1930.67,3242.9,2133.8,2938.61
9.355,3187.24,1930.87,3243.25,2134.03,2938.93
9.356,3187.62,1931.08,3243.59,2134.26,2939.24
9.357,3188.0,1931.29,3243.94,2134.48,2939.56
9.358,3188.38,1931.49,3244.29,2134.71,2939.87
9.359,3188.76,1931.7,3244.63,2134.94,2940.19
9.36,3189.15,1931.91,3244.98,2135.17,2940.5
9.361,3189.53,1932.11,3245.33,2135.4,2940.82
9.362,3189.91,1932.32,3245.67,2135.62,2941.13
9.363,3190.29,1932.53,3246.02,2135.85,2941.44
9.364,3190.67,1932.73,3246.37,2136.08,2941.76
9.365,3191.05,1932.94,3246.71,2136.31,2942.07
9.366,3191.43,1933.14,3247.06,2136.54,2942.39
9.367,3191.81,1933.35,3247.41,2136.76,2942.7
9.368,3192.19,1933.56,3247.75,2136.99,2943.02
9.369,3192.57,1933.76,3248.1,2137.22,2943.33
9.37,3192.95,1933.97,3248.45,2137.45,2943.65
9.371,3193.33,1934.18,3248.79,2137.68,2943.96
9.372,3193.72,1934.38,3249.14,2137.91,2944.28
9.373,3194.1,1934.59,3249.49,2138.13,2944.59
9.374,3194.48,1934.8,3249.83,2138.36,2944.91
9.375,3194.86,1935.0,3250.18,2138.59,2945.22
9.376,3195.24,1935.21,3250.53,2138.82,2945.54
9.377,3195.62,1935.41,3250.87,2139.05,2945.85
9.378,3196.0,1935.62,3251.22,2139.27,2946.17
9.379,3196.38,1935.83,3251.57,2139.5,2946.48
9.38,3196.76,1936.03,3251.91,2139.73,2946.8
9.381,3197.15,1936.24,3252.26,2139.96,2947.11
9.382,3197.53,1936.45,3252.61,2140.19,2947.43
9.383,3197.91,1936.65,3252.95,2140.41,2947.74
9.384,3198.29,1936.86,3253.3,2140.64,2948.05
9.385,3198.67,1937.07,3253.65,2140.87,2948.37
9.386,3199.05,1937.27,3253.99,2141.1,2948.68
9.387,3199.43,1937.48,3254.34,2141.33,2949.0
9.388,3199.81,1937.69,3254.69,2141.56,2949.31
9.389,3200.2,1937.89,3255.03,2141.78,2949.63
9.39,3200.58,1938.1,3255.38,2142.01,2949.94
9.391,3200.96,1938.3,3255.73,2142.24,2950.26
9.392,3201.34,1938.51,3256.08,2142.47,2950.57
9.393,3201.72,1938.72,3256.42,2142.7,2950.89
9.394,3202.1,1938.92,3256.77,2142.92,2951.2
9.395,3202.48,1939.13,3257.12,2143.15,2951.52
9.396,3202.87,1939.34,3257.46,2143.38,2951.83
9.397,3203.25,1939.54,3257.81,2143.61,2952.15
9.398,3203.63,1939.75,3258.16,2143.84,2952.46
9.399,3204.01,1939.96,3258.5,2144.06,2952.78
9.4,3204.39,1940.16,3258.85,2144.29,2953.09
9.401,3204.77,1940.37,3259.2,2144.52,2953.41
9.402,3205.15,1940.57,3259.54,2144.75,2953.72
9.403,3205.54,1940.78,3259.89,2144.98,2954.04
9.404,3205.92,1940.99,3260.24,2145.2,2954.35
9.405,3206.3,1941.19,3260.58,2145.43,2954.66
9.406,3206.68,1941.4,3260.93,2145.66,2954.98
9.407,3207.06,1941.61,3261.28,2145.89,2955.29
9.408,3207.44,1941.81,3261.62,2146.12,2955.61
9.409,3207.83,1942.02,3261.97,2146.35,2955.92
9.41,3208.21,1942.23,3262.32,2146.57,2956.24
9.411,3208.59,1942.43,3262.66,2146.8,2956.55
9.412,3208.97,1942.64,3263.01,2147.03,2956.87
9.413,3209.35,1942.85,3263.36,2147.26,2957.18
9.414,3209.73,1943.05,3263.7,2147.49,2957.5
9.415,3210.12,1943.26,3264.05,2147.71,2957.81
9.416,3210.5,1943.46,3264.4,2147.94,2958.13
9.417,3210.88,1943.67,3264.74,2148.17,2958.44
9.418,3211.26,1943.88,3265.09,2148.4,2958.76
9.419,3211.64,1944.08,3265.44,2148.63,2959.07
9.42,3212.03,1944.29,3265.78,2148.85,2959.39
9.421,3212.41,1944.5,3266.13,2149.08,2959.7
9.422,3212.79,1944.7,3266.48,2149.31,2960.02
9.423,3213.17,1944.91,3266.82,2149.54,2960.33
9.424,3213.55,1945.12,3267.17,2149.77,2960.65
9.425,3213.94,1945.32,3267.52,2150.0,2960.96
9.426,3214.32,1945.53,3267.86,2150.22,2961.28
9.427,3214.7,1945.73,3268.21,2150.45,2961.59
9.428,3215.08,1945.94,3268.56,2150.68,2961.91
9.429,3215.46,1946.15,3268.9,2150.91,2962.22
9.43,3215.85,1946.35,3269.25,2151.14,2962.53
9.431,3216.23,1946.56,3269.6,2151.36,2962.85
9.432,3216.61,1946.77,3269.94,2151.59,2963.16
9.433,3216.99,1946.97,3270.29,2151.82,2963.48
9.434,3217.37,1947.18,3270.64,2152.05,2963.79
9.435,3217.76,1947.39,3270.98,2152.28,2964.11
9.436,3218.14,1947.59,3271.33,2152.5,2964.42
9.437,3218.52,1947.8,3271.68,2152.73,2964.74
9.438,3218.9,1948.01,3272.02,2152.96,2965.05
9.439,3219.28,1948.21,3272.37,2153.19,2965.37
9.44,3219.67,1948.42,3272.72,2153.42,2965.68
9.441,3220.05,1948.62,3273.06,2153.65,2966.0
9.442,3220.43,1948.83,3273.41,2153.87,2966.31
9.443,3220.81,1949.04,3273.76,2154.1,2966.63
9.444,3221.2,1949.24,3274.1,2154.33,2966.94
9.445,3221.58,1949.45,3274.45,2154.56,2967.26
9.446,3221.96,1949.66,3274.8,2154.79,2967.57
9.447,3222.34,1949.86,3275.14,2155.01,2967.89
9.448,3222.73,1950.07,3275.49,2155.24,2968.2
9.449,3223.11,1950.28,3275.84,2155.47,2968.52
9.45,3223.49,1950.48,3276.18,2155.7,2968.83
9.451,3223.87,1950.69,3276.53,2155.93,2969.15
9.452,3224.26,1950.89,3276.88,2156.15,2969.46
9.453,3224.64,1951.1,3277.22,2156.38,2969.78
9.454,3225.02,1951.31,3277.57,2156.61,2970.09
9.455,3225.4,1951.51,3277.92,2156.84,2970.41
9.456,3225.79,1951.72,3278.26,2157.07,2970.72
9.457,3226.17,1951.93,3278.61,2157.3,2971.03
9.458,3226.55,1952.13,3278.96,2157.52,2971.35
9.459,3226.93,1952.34,3279.3,2157.75,2971.66
9.46,3227.32,1952.55,3279.65,2157.98,2971.98
9.461,3227.7,1952.75,3280.0,2158.21,2972.29
9.462,3228.08,1952.96,3280.34,2158.44,2972.61
9.463,3228.46,1953.17,3280.69,2158.66,2972.92
9.464,3228.85,1953.37,3281.04,2158.89,2973.24
9.465,3229.23,1953.58,3281.38,2159.12,2973.55
9.466,3229.61,1953.78,3281.73,2159.35,2973.87
9.467,3229.99,1953.99,3282.08,2159.58,2974.18
9.468,3230.38,1954.2,3282.42,2159.8,2974.5
9.469,3230.76,1954.4,3282.77,2160.03,2974.81
9.47,3231.14,1954.61,3283.12,2160.26,2975.13
9.471,3231.53,1954.82,3283.46,2160.49,2975.44
9.472,3231.91,1955.02,3283.81,2160.72,2975.76
9.473,3232.29,1955.23,3284.16,2160.94,2976.07
9.474,3232.67,1955.44,3284.5,2161.17,2976.39
9.475,3233.06,1955.64,3284.85,2161.4,2976.7
9.476,3233.44,1955.85,3285.2,2161.63,2977.02
9.477,3233.82,1956.05,3285.54,2161.86,2977.33
9.478,3234.21,1956.26,3285.89,2162.09,2977.65
